ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,player1,player2,Rank_1,Rank_2,Odds_1,Odds_2,player1_won
21,Houston,U.S. Men's Clay Court Championships,2018-04-12,ATP250,Outdoor,Clay,2nd Round,3.0,Tiafoe F.,Johnson S.,58.0,51.0,1.63,2.27,0
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,2nd Round,3.0,Isner J.,Laaksonen H.,9.0,143.0,1.16,5.34,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3.0,Sandgren T.,Pella G.,56.0,63.0,3.03,1.39,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3.0,Karlovic I.,Kyrgios N.,88.0,24.0,3.58,1.3,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,2nd Round,3.0,Sock J.,Zeballos H.,16.0,66.0,1.65,2.25,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-13,ATP250,Outdoor,Clay,Quarterfinals,3.0,Fritz T.,Sock J.,72.0,16.0,3.11,1.37,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3.0,Johnson S.,Isner J.,51.0,9.0,2.58,1.51,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3.0,Karlovic I.,Sandgren T.,88.0,56.0,1.72,2.13,0
21,Houston,U.S. Men's Clay Court Championships,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3.0,Fritz T.,Johnson S.,72.0,51.0,2.32,1.61,0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3.0,Sousa J.,Basilashvili N.,70.0,86.0,1.33,3.33,1
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3.0,Simon G.,Gasquet R.,71.0,38.0,3.08,1.38,0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3.0,Andujar P.,Vatutin A.,355.0,160.0,1.59,2.39,1
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Quarterfinals,3.0,Jaziri M.,Edmund K.,91.0,26.0,3.69,1.29,0
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3.0,Edmund K.,Gasquet R.,26.0,38.0,1.71,2.15,1
22,Marrakech,Grand Prix Hassan II,2018-04-14,ATP250,Outdoor,Clay,Semifinals,3.0,Andujar P.,Sousa J.,355.0,70.0,2.45,1.56,1
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3.0,Fucsovics M.,Medvedev D.,59.0,49.0,1.75,2.08,0
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3.0,Zverev M.,Auger-Aliassime F.,55.0,448.0,2.21,1.67,1
21,Houston,U.S. Men's Clay Court Championships,2018-04-15,ATP250,Outdoor,Clay,The Final,3.0,Sandgren T.,Johnson S.,56.0,51.0,2.64,1.49,0
22,Marrakech,Grand Prix Hassan II,2018-04-15,ATP250,Outdoor,Clay,The Final,3.0,Edmund K.,Andujar P.,26.0,355.0,1.29,3.68,0
23,Monte Carlo,Monte Carlo Masters,2018-04-15,Masters 1000,Outdoor,Clay,1st Round,3.0,Kokkinakis T.,Khachanov K.,150.0,38.0,2.44,1.55,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Lorenzi P.,Herbert P.H.,63.0,82.0,2.73,1.46,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Tsitsipas S.,Shapovalov D.,71.0,45.0,1.66,2.23,1
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Muller G.,Mayer F.,28.0,74.0,1.68,2.19,1
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Lajovic D.,Djokovic N.,93.0,13.0,3.75,1.28,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Bedene A.,Basic M.,58.0,92.0,1.2,4.61,1
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Nishikori K.,Berdych T.,36.0,18.0,2.03,1.79,1
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Benneteau J.,Coric B.,57.0,39.0,4.83,1.19,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Haase R.,Rublev A.,44.0,33.0,2.02,1.78,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Ramos-Vinolas A.,Donaldson J.,24.0,51.0,1.34,3.23,1
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Gojowczyk P.,Bautista Agut R.,50.0,16.0,5.06,1.17,0
23,Monte Carlo,Monte Carlo Masters,2018-04-16,Masters 1000,Outdoor,Clay,1st Round,3.0,Raonic M.,Catarina L.,22.0,365.0,1.01,20.91,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3.0,Thiem D.,Rublev A.,7.0,33.0,1.26,3.86,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3.0,Zverev A.,Muller G.,4.0,28.0,1.15,5.49,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3.0,Goffin D.,Tsitsipas S.,10.0,71.0,1.8,2.01,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3.0,Herbert P.H.,Dimitrov G.,82.0,5.0,3.23,1.35,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,2nd Round,3.0,Pouille L.,Zverev M.,11.0,55.0,1.17,5.12,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Sandgren T.,Kohlschreiber P.,47.0,40.0,3.91,1.25,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Gasquet R.,Chardy J.,34.0,84.0,1.63,2.28,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Cecchinato M.,Dzumhur D.,100.0,31.0,1.84,1.96,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Schwartzman D.,Pella G.,15.0,60.0,1.44,2.78,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Ivashka I.,Fognini F.,122.0,20.0,4.44,1.21,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Sugita Y.,Struff J.L.,43.0,61.0,2.47,1.54,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Lopez F.,Paire B.,30.0,48.0,2.21,1.67,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Verdasco F.,Cuevas P.,37.0,41.0,1.86,1.94,1
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Mannarino A.,Simon G.,26.0,69.0,2.28,1.63,0
23,Monte Carlo,Monte Carlo Masters,2018-04-17,Masters 1000,Outdoor,Clay,1st Round,3.0,Seppi A.,Edmund K.,62.0,23.0,2.93,1.41,1
23,Monte Carlo,Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bedene A.,Nadal R.,58.0,1.0,12.34,1.03,0
23,Monte Carlo,Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3.0,Raonic M.,Cecchinato M.,22.0,100.0,1.49,2.64,1
23,Monte Carlo,Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3.0,Seppi A.,Garcia-Lopez G.,62.0,68.0,1.6,2.33,1
23,Monte Carlo,Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3.0,Schwartzman D.,Gasquet R.,15.0,34.0,1.61,2.33,0
23,Monte Carlo,Monte Carlo Masters,2018-04-18,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fognini F.,Struff J.L.,20.0,61.0,1.37,3.1,0
